timestamp,symbol,side,expected_price,actual_price,slippage_bp,notional,quantity,fee_paid,dry_run,order_type
2026-04-01T00:00:00Z,BTCFDUSD,BUY,66712.2714424405,66705.83180000303,-0.9652860408190184,30976.053437837138,0.462329155788614,0,true,LIMIT
2026-04-01T06:00:00Z,BTCFDUSD,SELL,67595.35963241395,67589.04939645897,-0.9335309390029373,22990.556081814997,0.343142628086791,9.196222432726,true,MARKET
2026-04-01T12:00:00Z,BTCFDUSD,BUY,67199.96340417558,67194.12566391547,-0.8687118213130232,16261.54788536969,0.24270966993089088,6.504619154147876,true,MARKET
2026-04-01T18:00:00Z,BTCFDUSD,SELL,67423.5472296104,67416.04534566669,-1.1126504391954959,36213.80551956424,0.5405045599934961,14.485522207825696,true,MARKET
2026-04-02T00:00:00Z,BTCFDUSD,BUY,66830.84143824414,66821.93881883274,-1.332112422917767,22573.429173613855,0.3369168533375202,0,true,LIMIT
2026-04-02T06:00:00Z,BTCFDUSD,SELL,66859.82400229,66852.41797232929,-1.107695102587034,17534.853872379917,0.2617142369011928,0,true,LIMIT
2026-04-02T12:00:00Z,BTCFDUSD,BUY,66481.3414271032,66475.33790639523,-0.9030384434315837,20810.735117880286,0.3106079868340341,8.324294047152115,true,MARKET
2026-04-02T18:00:00Z,BTCFDUSD,SELL,67277.62045344972,67275.85918339796,-0.26179137131917174,27726.270886225302,0.41382493860037767,11.09050835449012,true,MARKET
2026-04-03T00:00:00Z,BTCFDUSD,BUY,66769.47555675112,66758.42507526028,-1.6550199621436117,31936.15821312429,0.47665907780782524,0,true,LIMIT
2026-04-03T06:00:00Z,BTCFDUSD,SELL,66841.46982345,66826.72831343343,-2.20544372460792,18626.26144382536,0.27800390214664716,7.450504577530144,true,MARKET
2026-04-03T12:00:00Z,BTCFDUSD,BUY,66339.69119571734,66339.11682410436,-0.08658038688833114,7987.163218197181,0.11921139131637583,0,true,LIMIT
2026-04-03T18:00:00Z,BTCFDUSD,SELL,67538.3506736277,67531.71870803872,-0.9819555145826148,23180.456630236327,0.34597696463039296,9.272182652094532,true,MARKET
