vl,universe,window,bar_idx,equity
21,OldGuardNoBNB,5,35,0.755866
21,OldGuardNoBNB,5,40,1.079050
21,OldGuardNoBNB,5,45,1.079050
21,OldGuardNoBNB,5,50,0.993392
21,OldGuardNoBNB,5,55,1.258905
21,OldGuardNoBNB,5,60,1.335658
21,OldGuardNoBNB,5,65,1.335658
21,OldGuardNoBNB,5,70,1.335658
21,OldGuardNoBNB,5,75,1.335658
21,OldGuardNoBNB,5,80,1.335658
21,OldGuardNoBNB,5,85,1.142548
21,OldGuardNoBNB,5,90,1.142548
21,OldGuardNoBNB,5,95,1.142548
21,OldGuardNoBNB,5,100,1.068623
21,OldGuardNoBNB,5,105,1.068623
21,OldGuardNoBNB,5,110,1.068623
21,OldGuardNoBNB,5,115,1.013843
21,OldGuardNoBNB,5,120,1.013843
21,OldGuardNoBNB,5,125,1.013843
21,OldGuardNoBNB,5,130,1.013843
21,OldGuardNoBNB,5,135,1.013843
21,OldGuardNoBNB,5,136,0.989131
21,LargeCaps5,0,0,1.000000
21,LargeCaps5,0,5,1.240081
21,LargeCaps5,0,10,0.746117
21,LargeCaps5,0,15,0.746117
21,LargeCaps5,0,20,0.746117
21,LargeCaps5,0,25,0.746117
21,LargeCaps5,0,30,0.746117
21,LargeCaps5,0,35,0.656735
21,LargeCaps5,0,40,0.588750
21,LargeCaps5,0,45,0.588750
21,LargeCaps5,0,50,0.588750
21,LargeCaps5,0,55,0.588750
21,LargeCaps5,0,60,0.746444
21,LargeCaps5,0,65,2.712578
21,LargeCaps5,0,70,3.327457
21,LargeCaps5,0,75,3.327457
21,LargeCaps5,0,80,3.854288
21,LargeCaps5,0,85,3.432477
21,LargeCaps5,0,90,3.432477
21,LargeCaps5,0,95,4.822486
21,LargeCaps5,1,0,1.000000
21,LargeCaps5,1,5,1.000000
21,LargeCaps5,1,10,1.000000
21,LargeCaps5,1,15,1.000000
21,LargeCaps5,1,20,1.000000
21,LargeCaps5,1,25,1.000000
21,LargeCaps5,1,30,1.000000
21,LargeCaps5,1,35,0.994667
21,LargeCaps5,1,40,0.862424
21,LargeCaps5,1,45,0.862424
21,LargeCaps5,1,50,0.862424
21,LargeCaps5,1,55,0.862424
21,LargeCaps5,1,60,0.862424
21,LargeCaps5,1,65,0.831743
21,LargeCaps5,1,70,0.831743
21,LargeCaps5,1,75,0.831743
21,LargeCaps5,1,80,0.890935
21,LargeCaps5,1,85,0.818361
21,LargeCaps5,1,90,0.737300
21,LargeCaps5,1,95,0.737300
21,LargeCaps5,1,100,0.737300
21,LargeCaps5,1,105,0.737300
21,LargeCaps5,1,110,0.737300
21,LargeCaps5,1,115,0.737300
21,LargeCaps5,1,120,0.737300
21,LargeCaps5,1,125,0.705656
21,LargeCaps5,1,130,0.665190
21,LargeCaps5,1,135,0.665190
21,LargeCaps5,1,137,0.665190
21,LargeCaps5,2,0,1.000000
21,LargeCaps5,2,5,1.000000
21,LargeCaps5,2,10,0.859657
21,LargeCaps5,2,15,0.859657
21,LargeCaps5,2,20,0.859657
21,LargeCaps5,2,25,0.978345
21,LargeCaps5,2,30,0.978345
21,LargeCaps5,2,35,0.978345
21,LargeCaps5,2,40,1.098633
21,LargeCaps5,2,45,1.098633
21,LargeCaps5,2,50,1.098633
21,LargeCaps5,2,55,1.098633
21,LargeCaps5,2,60,1.098633
21,LargeCaps5,2,65,1.098633
21,LargeCaps5,2,70,1.033036
21,LargeCaps5,2,75,1.273949
21,LargeCaps5,2,80,0.768933
21,LargeCaps5,2,85,0.768933
21,LargeCaps5,2,90,0.768933
21,LargeCaps5,2,95,0.768933
21,LargeCaps5,2,100,0.768933
21,LargeCaps5,2,105,1.041369
21,LargeCaps5,2,109,0.911411
21,LargeCaps5,3,0,1.000000
21,LargeCaps5,3,5,0.992395
21,LargeCaps5,3,10,1.496097
21,LargeCaps5,3,15,1.782871
21,LargeCaps5,3,20,2.109094
21,LargeCaps5,3,25,2.109094
21,LargeCaps5,3,30,1.905607
21,LargeCaps5,3,35,2.350711
21,LargeCaps5,3,40,3.549194
21,LargeCaps5,3,45,3.549194
21,LargeCaps5,3,50,3.549194
21,LargeCaps5,3,55,3.549194
21,LargeCaps5,3,60,3.549194
21,LargeCaps5,3,65,3.549194
21,LargeCaps5,3,70,3.112314
21,LargeCaps5,3,75,2.654836
21,LargeCaps5,3,80,2.654836
21,LargeCaps5,3,85,2.654836
21,LargeCaps5,3,90,2.654836
21,LargeCaps5,4,0,1.000000
21,LargeCaps5,4,5,1.106238
21,LargeCaps5,4,10,1.364031
21,LargeCaps5,4,15,1.325165
21,LargeCaps5,4,20,1.629574
21,LargeCaps5,4,25,1.629574
21,LargeCaps5,4,30,1.629574
21,LargeCaps5,4,35,1.629574
21,LargeCaps5,4,40,1.629574
21,LargeCaps5,4,45,1.629574
21,LargeCaps5,4,50,1.629574
21,LargeCaps5,4,55,1.629574
21,LargeCaps5,4,60,1.629574
21,LargeCaps5,4,65,1.629574
21,LargeCaps5,4,70,1.629574
21,LargeCaps5,4,75,1.886725
21,LargeCaps5,4,80,1.800087
21,LargeCaps5,4,85,1.800087
21,LargeCaps5,4,90,1.800087
21,LargeCaps5,4,95,1.800087
21,LargeCaps5,4,100,1.800087
21,LargeCaps5,4,105,1.800087
21,LargeCaps5,4,110,1.800087
21,LargeCaps5,4,112,2.129130
21,LargeCaps5,5,0,1.000000
21,LargeCaps5,5,5,1.000000
21,LargeCaps5,5,10,1.000000
21,LargeCaps5,5,15,1.000000
21,LargeCaps5,5,20,1.037412
21,LargeCaps5,5,25,1.318547
21,LargeCaps5,5,30,1.158591
21,LargeCaps5,5,35,1.158591
21,LargeCaps5,5,40,1.158591
21,LargeCaps5,5,45,1.158591
21,LargeCaps5,5,50,1.158591
21,LargeCaps5,5,55,1.158591
21,LargeCaps5,5,60,1.033498
21,LargeCaps5,5,65,1.309730
21,LargeCaps5,5,70,1.389582
21,LargeCaps5,5,75,1.389582
21,LargeCaps5,5,80,1.389582
21,LargeCaps5,5,85,1.389582
21,LargeCaps5,5,90,1.389582
21,LargeCaps5,5,95,1.188676
21,LargeCaps5,5,100,1.188676
21,LargeCaps5,5,105,1.188676
21,LargeCaps5,5,110,1.111766
21,LargeCaps5,5,115,1.111766
21,LargeCaps5,5,120,1.214138
21,LargeCaps5,5,125,1.119036
21,LargeCaps5,5,130,1.119036
21,LargeCaps5,5,132,1.091759
21,Legacy3,0,0,1.000000
21,Legacy3,0,5,1.000000
21,Legacy3,0,10,1.129981
21,Legacy3,0,15,1.129981
21,Legacy3,0,20,1.089892
21,Legacy3,0,25,1.334435
21,Legacy3,0,30,1.334435
21,Legacy3,0,35,1.334435
21,Legacy3,0,40,1.228229
21,Legacy3,0,45,1.449116
21,Legacy3,0,50,1.449116
21,Legacy3,0,55,1.449116
21,Legacy3,0,60,1.817121
21,Legacy3,0,65,1.817121
21,Legacy3,0,70,2.649400
21,Legacy3,0,75,2.430003
21,Legacy3,0,78,3.414052
21,Legacy3,1,0,1.000000
21,Legacy3,1,5,0.813849
21,Legacy3,1,10,0.813849
21,Legacy3,1,15,0.813849
21,Legacy3,1,20,0.737290
21,Legacy3,1,25,0.653667
21,Legacy3,1,30,0.653667
21,Legacy3,1,35,0.653667
21,Legacy3,1,40,0.653667
21,Legacy3,1,45,0.653667
21,Legacy3,1,50,0.597323
21,Legacy3,1,55,0.597323
21,Legacy3,1,60,0.562873
21,Legacy3,1,65,0.701194
21,Legacy3,1,70,0.587665
21,Legacy3,1,75,0.587665
21,Legacy3,1,80,0.587665
21,Legacy3,1,85,0.597842
21,Legacy3,1,90,0.669225
21,Legacy3,1,95,0.669225
21,Legacy3,1,100,0.615123
21,Legacy3,1,102,0.536827
21,Legacy3,2,0,1.000000
21,Legacy3,2,5,0.970329
21,Legacy3,2,10,0.970329
21,Legacy3,2,15,0.943754
21,Legacy3,2,20,1.035325
21,Legacy3,2,25,1.035325
21,Legacy3,2,30,1.035325
21,Legacy3,2,35,0.905029
21,Legacy3,2,40,0.905029
21,Legacy3,2,45,0.905029
21,Legacy3,2,50,0.905029
21,Legacy3,2,55,0.905029
21,Legacy3,2,60,0.905029
21,Legacy3,2,65,0.905029
21,Legacy3,2,70,0.767165
21,Legacy3,2,75,0.785741
21,Legacy3,2,80,0.642773
21,Legacy3,2,85,0.642773
21,Legacy3,2,90,0.642773
21,Legacy3,2,95,0.642773
21,Legacy3,2,100,0.524555
21,Legacy3,2,105,0.710406
21,Legacy3,2,110,0.621751
21,Legacy3,3,0,1.000000
21,Legacy3,3,5,0.992395
21,Legacy3,3,10,3.618634
21,Legacy3,3,15,3.618634
21,Legacy3,3,20,4.204569
21,Legacy3,3,25,4.204569
21,Legacy3,3,30,3.798908
21,Legacy3,3,35,3.798908
21,Legacy3,3,40,3.798908
21,Legacy3,3,45,3.382381
21,Legacy3,3,50,2.681766
21,Legacy3,3,55,1.942984
21,Legacy3,3,60,1.942984
21,Legacy3,3,65,1.942984
21,Legacy3,3,70,1.703817
21,Legacy3,3,75,1.703817
21,Legacy3,3,80,1.703817
21,Legacy3,3,85,1.703817
21,Legacy3,3,90,1.703817
21,Legacy3,3,95,1.703817
21,Legacy3,3,100,1.595052
21,Legacy3,4,0,1.000000
21,Legacy3,4,5,1.106238
21,Legacy3,4,10,0.902824
21,Legacy3,4,15,0.902824
21,Legacy3,4,20,0.771772
21,Legacy3,4,25,0.815541
21,Legacy3,4,30,0.788783
21,Legacy3,4,35,0.789270
21,Legacy3,4,40,0.789270
21,Legacy3,4,45,0.789270
21,Legacy3,4,50,0.789270
21,Legacy3,4,55,0.789270
21,Legacy3,4,60,0.789270
21,Legacy3,4,65,0.789270
21,Legacy3,4,70,0.783271
21,Legacy3,4,75,0.783271
21,Legacy3,4,80,0.783271
21,Legacy3,4,85,0.783271
21,Legacy3,4,90,0.783271
21,Legacy3,4,95,0.619113
21,Legacy3,4,100,0.619113
21,Legacy3,4,105,0.619113
21,Legacy3,4,110,0.619113
21,Legacy3,4,115,0.619113
21,Legacy3,4,120,0.655551
21,Legacy3,5,0,1.000000
21,Legacy3,5,5,0.859497
21,Legacy3,5,10,0.859497
21,Legacy3,5,15,0.789449
21,Legacy3,5,20,0.782814
21,Legacy3,5,25,0.782814
21,Legacy3,5,30,0.782814
21,Legacy3,5,35,0.716200
21,Legacy3,5,40,0.716200
21,Legacy3,5,45,0.879519
21,Legacy3,5,50,0.742796
21,Legacy3,5,55,0.742796
21,Legacy3,5,60,0.742796
21,Legacy3,5,65,0.620551
21,Legacy3,5,70,0.620551
21,Legacy3,5,75,0.580400
21,Legacy3,5,80,0.580400
21,Legacy3,5,85,0.580400
21,Legacy3,5,90,0.456950
21,Legacy3,5,95,0.456950
21,Legacy3,5,100,0.456950
21,Legacy3,5,103,0.517543
21,LowVolume5,0,0,1.000000
21,LowVolume5,0,5,1.000000
21,LowVolume5,0,10,1.129981
21,LowVolume5,0,15,1.129981
21,LowVolume5,0,20,1.089892
21,LowVolume5,0,25,1.386630
21,LowVolume5,0,30,1.371883
21,LowVolume5,0,35,1.385735
21,LowVolume5,0,40,2.299948
21,LowVolume5,0,45,1.905380
21,LowVolume5,0,50,1.905380
21,LowVolume5,0,55,1.905380
21,LowVolume5,0,60,1.905380
21,LowVolume5,0,65,2.325048
21,LowVolume5,0,70,2.325048
21,LowVolume5,0,75,2.146548
21,LowVolume5,0,79,2.486423
21,LowVolume5,1,0,1.000000
21,LowVolume5,1,5,0.889053
21,LowVolume5,1,10,0.889053
21,LowVolume5,1,15,0.653018
21,LowVolume5,1,20,0.594619
21,LowVolume5,1,25,0.594619
21,LowVolume5,1,30,0.594619
21,LowVolume5,1,35,0.594619
21,LowVolume5,1,40,0.594619
21,LowVolume5,1,45,0.594619
21,LowVolume5,1,50,0.543366
21,LowVolume5,1,55,0.512223
21,LowVolume5,1,60,0.547489
21,LowVolume5,1,65,0.547489
21,LowVolume5,1,70,0.547489
21,LowVolume5,1,75,0.547489
21,LowVolume5,1,80,0.472829
21,LowVolume5,1,85,0.413102
21,LowVolume5,1,89,0.331004
21,LowVolume5,2,0,1.000000
21,LowVolume5,2,5,0.970329
21,LowVolume5,2,10,1.245116
21,LowVolume5,2,15,1.258196
21,LowVolume5,2,20,1.258196
21,LowVolume5,2,25,1.534178
21,LowVolume5,2,30,1.480580
21,LowVolume5,2,35,1.480580
21,LowVolume5,2,40,1.286748
21,LowVolume5,2,45,1.286748
21,LowVolume5,2,50,1.286748
21,LowVolume5,2,55,1.286748
21,LowVolume5,2,60,1.154023
21,LowVolume5,2,65,1.090736
21,LowVolume5,2,70,1.166767
21,LowVolume5,2,75,2.225244
21,LowVolume5,2,80,2.461798
21,LowVolume5,2,85,2.461798
21,LowVolume5,2,90,2.461798
21,LowVolume5,2,95,5.834794
21,LowVolume5,3,0,1.000000
21,LowVolume5,3,5,1.000000
21,LowVolume5,3,10,1.962264
21,LowVolume5,3,15,2.679960
21,LowVolume5,3,20,2.421550
21,LowVolume5,3,25,1.822489
21,LowVolume5,3,30,1.238487
21,LowVolume5,3,35,1.238487
21,LowVolume5,3,40,1.238487
21,LowVolume5,3,45,1.238487
21,LowVolume5,3,50,1.238487
21,LowVolume5,3,55,1.525539
21,LowVolume5,3,60,1.525539
21,LowVolume5,3,65,1.982964
21,LowVolume5,3,70,3.616668
21,LowVolume5,3,75,3.616668
21,LowVolume5,3,80,3.616668
21,LowVolume5,3,84,3.385796
21,LowVolume5,4,0,1.000000
21,LowVolume5,4,5,0.888733
21,LowVolume5,4,10,0.888733
21,LowVolume5,4,15,0.797243
21,LowVolume5,4,20,0.678607
21,LowVolume5,4,25,0.678607
21,LowVolume5,4,30,0.678607
21,LowVolume5,4,35,0.580102
21,LowVolume5,4,40,0.580102
21,LowVolume5,4,45,0.614664
21,LowVolume5,4,50,0.614664
21,LowVolume5,4,55,0.481794
21,LowVolume5,4,60,0.449312
21,LowVolume5,4,65,0.449312
21,LowVolume5,4,70,0.449312
21,LowVolume5,4,75,0.449312
21,LowVolume5,4,80,0.449312
21,LowVolume5,4,85,0.445897
21,LowVolume5,4,90,0.445897
21,LowVolume5,4,95,0.553177
21,LowVolume5,4,100,0.553177
21,LowVolume5,4,105,0.553177
21,LowVolume5,4,110,0.458286
21,LowVolume5,4,115,0.458286
21,LowVolume5,4,120,0.458286
21,LowVolume5,4,125,0.458286
21,LowVolume5,4,130,0.458286
21,LowVolume5,4,135,0.458286
21,LowVolume5,4,140,0.357841
21,LowVolume5,5,0,1.000000
21,LowVolume5,5,5,0.763764
21,LowVolume5,5,10,0.763764
21,LowVolume5,5,15,0.763764
21,LowVolume5,5,20,0.763764
21,LowVolume5,5,25,0.577303
21,LowVolume5,5,30,0.438288
21,LowVolume5,5,35,0.509822
21,LowVolume5,5,40,0.468409
21,LowVolume5,5,45,0.462557
21,LowVolume5,5,50,0.370017
21,LowVolume5,5,55,0.370017
21,LowVolume5,5,60,0.278097
21,LowVolume5,5,65,0.278097
21,LowVolume5,5,70,0.278097
21,LowVolume5,5,75,0.255794
21,LowVolume5,5,80,0.255794
21,LowVolume5,5,85,0.255794
21,LowVolume5,5,90,0.233724
21,LowVolume5,5,95,0.315696
21,LowVolume5,5,100,0.334317
21,LowVolume5,5,103,0.321300
21,OldGuard4,0,0,1.000000
21,OldGuard4,0,5,1.000000
21,OldGuard4,0,10,1.000000
21,OldGuard4,0,15,1.000000
21,OldGuard4,0,20,0.984657
21,OldGuard4,0,25,0.984657
21,OldGuard4,0,30,1.112772
21,OldGuard4,0,35,1.176918
21,OldGuard4,0,40,1.176918
21,OldGuard4,0,45,1.056965
21,OldGuard4,0,50,1.056965
21,OldGuard4,0,55,0.976577
21,OldGuard4,0,60,0.781356
21,OldGuard4,0,65,1.296842
21,OldGuard4,0,70,1.582583
21,OldGuard4,0,75,1.582583
21,OldGuard4,0,80,2.307439
21,OldGuard4,0,84,3.089272
21,OldGuard4,1,0,1.000000
21,OldGuard4,1,5,0.889053
21,OldGuard4,1,10,0.889053
21,OldGuard4,1,15,0.649536
21,OldGuard4,1,20,0.575865
21,OldGuard4,1,25,0.575865
21,OldGuard4,1,30,0.575865
21,OldGuard4,1,35,0.575865
21,OldGuard4,1,40,0.575865
21,OldGuard4,1,45,0.575865
21,OldGuard4,1,50,0.575865
21,OldGuard4,1,55,0.575865
21,OldGuard4,1,60,0.523940
21,OldGuard4,1,65,0.523940
21,OldGuard4,1,70,0.523940
21,OldGuard4,1,75,0.460765
21,OldGuard4,1,80,0.460765
21,OldGuard4,1,85,0.460765
21,OldGuard4,1,90,0.460765
21,OldGuard4,1,95,0.460765
21,OldGuard4,1,100,0.397931
21,OldGuard4,1,105,0.394683
21,OldGuard4,1,110,0.394683
21,OldGuard4,1,115,0.394683
21,OldGuard4,1,116,0.394683
21,OldGuard4,2,0,1.000000
21,OldGuard4,2,5,1.000000
21,OldGuard4,2,10,1.000000
21,OldGuard4,2,15,1.000000
21,OldGuard4,2,20,1.000000
21,OldGuard4,2,25,0.972612
21,OldGuard4,2,30,1.066983
21,OldGuard4,2,35,1.066983
21,OldGuard4,2,40,1.066983
21,OldGuard4,2,45,0.932703
21,OldGuard4,2,50,0.932703
21,OldGuard4,2,55,0.810597
21,OldGuard4,2,60,0.810597
21,OldGuard4,2,65,0.810597
21,OldGuard4,2,70,0.810597
21,OldGuard4,2,75,0.703755
21,OldGuard4,2,80,0.575705
21,OldGuard4,2,85,0.575705
21,OldGuard4,2,90,0.575705
21,OldGuard4,2,95,0.575705
21,OldGuard4,2,100,0.469822
21,OldGuard4,2,105,0.469822
21,OldGuard4,2,110,0.636281
21,OldGuard4,2,113,0.556877
21,OldGuard4,3,0,1.000000
21,OldGuard4,3,5,0.992395
21,OldGuard4,3,10,3.618634
21,OldGuard4,3,15,3.618634
21,OldGuard4,3,20,4.204569
21,OldGuard4,3,25,4.204569
21,OldGuard4,3,30,3.798908
21,OldGuard4,3,35,3.798908
21,OldGuard4,3,40,3.798908
21,OldGuard4,3,45,3.382381
21,OldGuard4,3,50,2.681766
21,OldGuard4,3,55,1.942984
21,OldGuard4,3,60,1.942984
21,OldGuard4,3,65,1.942984
21,OldGuard4,3,70,1.703817
21,OldGuard4,3,75,1.703817
21,OldGuard4,3,80,1.703817
21,OldGuard4,3,85,1.703817
21,OldGuard4,3,90,1.703817
21,OldGuard4,3,95,1.703817
21,OldGuard4,3,100,1.595052
21,OldGuard4,4,0,1.000000
21,OldGuard4,4,5,1.106238
21,OldGuard4,4,10,0.902824
21,OldGuard4,4,15,0.902824
21,OldGuard4,4,20,0.771772
21,OldGuard4,4,25,0.815541
21,OldGuard4,4,30,0.788783
21,OldGuard4,4,35,0.789270
21,OldGuard4,4,40,0.789270
21,OldGuard4,4,45,0.789270
21,OldGuard4,4,50,0.789270
21,OldGuard4,4,55,0.789270
21,OldGuard4,4,60,0.789270
21,OldGuard4,4,65,0.789270
21,OldGuard4,4,70,0.783271
21,OldGuard4,4,75,0.783271
21,OldGuard4,4,80,0.783271
21,OldGuard4,4,85,0.783271
21,OldGuard4,4,90,0.783271
21,OldGuard4,4,95,0.619113
21,OldGuard4,4,100,0.619113
21,OldGuard4,4,105,0.619113
21,OldGuard4,4,110,0.619113
21,OldGuard4,4,115,0.619113
21,OldGuard4,4,120,0.655551
21,OldGuard4,5,0,1.000000
21,OldGuard4,5,5,0.859497
21,OldGuard4,5,10,0.859497
21,OldGuard4,5,15,0.789449
21,OldGuard4,5,20,0.649665
21,OldGuard4,5,25,0.649665
21,OldGuard4,5,30,1.128330
21,OldGuard4,5,35,1.128330
21,OldGuard4,5,40,1.048860
21,OldGuard4,5,45,1.048860
21,OldGuard4,5,50,1.048860
21,OldGuard4,5,55,1.048860
21,OldGuard4,5,60,1.048860
21,OldGuard4,5,65,0.876246
21,OldGuard4,5,70,0.876246
21,OldGuard4,5,75,0.819551
21,OldGuard4,5,80,0.819551
21,OldGuard4,5,85,0.894702
21,OldGuard4,5,90,0.645233
21,OldGuard4,5,95,0.645233
21,OldGuard4,5,100,0.645233
21,OldGuard4,5,102,0.730793
22,Base5,0,0,1.000000
22,Base5,0,5,1.240081
22,Base5,0,10,0.746117
22,Base5,0,15,0.746117
22,Base5,0,20,0.746117
22,Base5,0,25,0.746117
22,Base5,0,30,0.746117
22,Base5,0,35,0.656735
22,Base5,0,40,0.588750
22,Base5,0,45,0.588750
22,Base5,0,50,0.588750
22,Base5,0,55,0.588750
22,Base5,0,60,0.746444
22,Base5,0,65,2.712578
22,Base5,0,70,3.327457
22,Base5,0,75,3.327457
22,Base5,0,80,3.854288
22,Base5,0,85,3.432477
22,Base5,0,90,3.432477
22,Base5,0,95,4.822486
22,Base5,1,0,1.000000
22,Base5,1,5,1.000000
22,Base5,1,10,1.000000
22,Base5,1,15,1.000000
22,Base5,1,20,1.000000
22,Base5,1,25,1.000000
22,Base5,1,30,1.000000
22,Base5,1,35,0.994667
22,Base5,1,40,0.994667
22,Base5,1,45,0.994667
22,Base5,1,50,0.994667
22,Base5,1,55,0.994667
22,Base5,1,60,0.994667
22,Base5,1,65,1.248506
22,Base5,1,70,1.401264
22,Base5,1,75,1.401264
22,Base5,1,80,1.276421
22,Base5,1,85,1.276421
22,Base5,1,90,1.276421
22,Base5,1,95,8.087757
22,Base5,1,100,8.087757
22,Base5,1,105,8.087757
22,Base5,1,110,9.393275
22,Base5,1,115,9.393275
22,Base5,1,120,10.514843
22,Base5,1,125,8.474586
22,Base5,1,130,8.474586
22,Base5,1,135,8.474586
22,Base5,2,0,1.000000
22,Base5,2,5,1.000000
22,Base5,2,10,1.247379
22,Base5,2,15,1.369861
22,Base5,2,20,1.467880
22,Base5,2,25,1.467880
22,Base5,2,30,1.467880
22,Base5,2,35,1.467880
22,Base5,2,40,1.467880
22,Base5,2,45,1.380236
22,Base5,2,50,1.702118
22,Base5,2,55,1.467133
22,Base5,2,60,1.027369
22,Base5,2,65,1.027369
22,Base5,2,70,1.027369
22,Base5,2,75,1.027369
22,Base5,2,80,1.027369
22,Base5,2,85,1.391369
22,Base5,2,87,1.217733
22,Base5,3,0,1.000000
22,Base5,3,5,0.992395
22,Base5,3,10,1.496097
22,Base5,3,15,1.782871
22,Base5,3,20,2.109094
22,Base5,3,25,2.109094
22,Base5,3,30,1.905607
22,Base5,3,35,2.350711
22,Base5,3,40,3.532102
22,Base5,3,45,3.532102
22,Base5,3,50,3.532102
22,Base5,3,55,3.532102
22,Base5,3,60,3.097326
22,Base5,3,65,2.642051
22,Base5,3,70,2.642051
22,Base5,3,75,2.642051
22,Base5,3,77,2.642051
22,Base5,4,0,1.000000
22,Base5,4,5,1.106238
22,Base5,4,10,1.364031
22,Base5,4,15,1.325165
22,Base5,4,20,1.428281
22,Base5,4,25,1.516787
22,Base5,4,30,1.516787
22,Base5,4,35,1.516787
22,Base5,4,40,1.516787
22,Base5,4,45,1.516787
22,Base5,4,50,1.516787
22,Base5,4,55,1.516787
22,Base5,4,60,1.516787
22,Base5,4,65,1.516787
22,Base5,4,70,1.516787
22,Base5,4,75,1.756140
22,Base5,4,80,1.675499
22,Base5,4,85,1.675499
22,Base5,4,90,1.675499
22,Base5,4,95,1.675499
22,Base5,4,100,1.675499
22,Base5,4,105,1.675499
22,Base5,4,110,1.675499
22,Base5,4,112,1.981767
22,Base5,5,0,1.000000
22,Base5,5,5,1.000000
22,Base5,5,10,1.000000
22,Base5,5,15,1.000000
22,Base5,5,20,1.037412
22,Base5,5,25,1.318547
22,Base5,5,30,1.158591
22,Base5,5,35,1.158591
22,Base5,5,40,1.158591
22,Base5,5,45,1.158591
22,Base5,5,50,1.158591
22,Base5,5,55,1.158591
22,Base5,5,60,1.033498
22,Base5,5,65,1.309730
22,Base5,5,70,1.389582
22,Base5,5,75,1.389582
22,Base5,5,80,1.389582
22,Base5,5,85,1.389582
22,Base5,5,90,1.389582
22,Base5,5,95,1.188676
22,Base5,5,100,1.188676
22,Base5,5,105,1.188676
22,Base5,5,110,1.111766
22,Base5,5,115,1.111766
22,Base5,5,120,1.214138
22,Base5,5,125,1.062670
22,Base5,5,130,1.009525
22,Base5,5,132,0.984917
22,NoDOGE,0,0,1.000000
22,NoDOGE,0,5,1.240081
22,NoDOGE,0,10,0.746117
22,NoDOGE,0,15,0.746117
22,NoDOGE,0,20,0.746117
22,NoDOGE,0,25,0.746117
22,NoDOGE,0,30,0.746117
22,NoDOGE,0,35,0.656735
22,NoDOGE,0,40,0.588750
22,NoDOGE,0,45,0.588750
22,NoDOGE,0,50,0.588750
22,NoDOGE,0,55,0.588750
22,NoDOGE,0,60,0.746444
22,NoDOGE,0,65,2.712578
22,NoDOGE,0,70,3.327457
22,NoDOGE,0,75,3.327457
22,NoDOGE,0,80,3.854288
22,NoDOGE,0,85,3.432477
22,NoDOGE,0,90,3.432477
22,NoDOGE,0,95,4.822486
22,NoDOGE,1,0,1.000000
22,NoDOGE,1,5,1.000000
22,NoDOGE,1,10,1.000000
22,NoDOGE,1,15,1.000000
22,NoDOGE,1,20,1.000000
22,NoDOGE,1,25,1.000000
22,NoDOGE,1,30,1.000000
22,NoDOGE,1,35,0.994667
22,NoDOGE,1,40,0.994667
22,NoDOGE,1,45,0.994667
22,NoDOGE,1,50,0.994667
22,NoDOGE,1,55,0.994667
22,NoDOGE,1,60,0.994667
22,NoDOGE,1,65,0.994667
22,NoDOGE,1,70,0.959282
22,NoDOGE,1,75,0.959282
22,NoDOGE,1,80,0.959282
22,NoDOGE,1,85,0.959282
22,NoDOGE,1,90,0.943848
22,NoDOGE,1,95,0.850357
22,NoDOGE,1,100,0.850357
22,NoDOGE,1,105,0.850357
22,NoDOGE,1,110,0.850357
22,NoDOGE,1,115,0.850357
22,NoDOGE,1,120,0.850357
22,NoDOGE,1,125,0.850357
22,NoDOGE,1,130,0.775955
22,NoDOGE,1,135,0.767190
22,NoDOGE,1,140,0.767190
22,NoDOGE,1,143,0.767190
22,NoDOGE,2,0,1.000000
22,NoDOGE,2,5,1.000000
22,NoDOGE,2,10,0.859657
22,NoDOGE,2,15,0.859657
22,NoDOGE,2,20,0.859657
22,NoDOGE,2,25,0.978345
22,NoDOGE,2,30,0.978345
22,NoDOGE,2,35,0.978345
22,NoDOGE,2,40,1.098633
22,NoDOGE,2,45,1.098633
22,NoDOGE,2,50,1.098633
22,NoDOGE,2,55,1.098633
22,NoDOGE,2,60,1.098633
22,NoDOGE,2,65,1.098633
22,NoDOGE,2,70,1.033036
22,NoDOGE,2,75,1.273949
22,NoDOGE,2,80,0.768933
22,NoDOGE,2,85,0.768933
22,NoDOGE,2,90,0.768933
22,NoDOGE,2,95,0.768933
22,NoDOGE,2,100,0.768933
22,NoDOGE,2,105,1.041369
22,NoDOGE,2,109,0.911411
22,NoDOGE,3,0,1.000000
22,NoDOGE,3,5,0.992395
22,NoDOGE,3,10,1.496097
22,NoDOGE,3,15,1.782871
22,NoDOGE,3,20,2.109094
22,NoDOGE,3,25,2.109094
22,NoDOGE,3,30,1.905607
22,NoDOGE,3,35,2.350711
22,NoDOGE,3,40,3.532102
22,NoDOGE,3,45,3.532102
22,NoDOGE,3,50,3.532102
22,NoDOGE,3,55,3.532102
22,NoDOGE,3,60,3.097326
22,NoDOGE,3,65,2.642051
22,NoDOGE,3,70,2.642051
22,NoDOGE,3,75,2.642051
22,NoDOGE,3,77,2.642051
22,NoDOGE,4,0,1.000000
22,NoDOGE,4,5,1.106238
22,NoDOGE,4,10,1.364031
22,NoDOGE,4,15,1.325165
22,NoDOGE,4,20,1.428281
22,NoDOGE,4,25,1.516787
22,NoDOGE,4,30,1.516787
22,NoDOGE,4,35,1.516787
22,NoDOGE,4,40,1.516787
22,NoDOGE,4,45,1.516787
22,NoDOGE,4,50,1.516787
22,NoDOGE,4,55,1.516787
